"baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","GeneID"
439.78257303581,-2.00943484885937,0.138764194116342,-14.4809319266801,1.59914214124718e-47,1.72691359833283e-43,"Bta01566"
1333.46783585078,-1.10697490733966,0.0899922242843096,-12.3007839415374,8.96993055243993e-35,4.84331400178994e-31,"Bta04143"
875.527713133591,-1.45394197315955,0.125768602944239,-11.5604526020232,6.53633646733912e-31,2.35286325035984e-27,"Bta14060"
1015.12829127095,-1.00432322788232,0.109462430790242,-9.1750495638714,4.51366772633363e-20,9.74861955533537e-17,"Bta11225"
367.233282523252,1.65404207754147,0.18607286847257,8.88921684885675,6.15411201677235e-19,1.10763759448541e-15,"Bta05741"
550.788794208137,-1.18575687329289,0.144926917675607,-8.18175734577474,2.79733926162241e-16,3.77605833578256e-13,"Bta06023"
279.425679031524,-1.14352006472378,0.142706874688217,-8.01306921773822,1.11880629320814e-15,1.34244324003941e-12,"Bta03991"
516.051193719644,-1.16913053796968,0.151143553510592,-7.73523257072126,1.03214245876481e-14,7.96150458014374e-12,"Bta05911"
1466.33879835241,-1.49632542724389,0.194041830470548,-7.71135493628009,1.24488906359561e-14,8.96237133184599e-12,"Bta11224"
69.7660840355533,-2.38802322030306,0.334564680719732,-7.13770268626632,9.49036238975646e-13,5.124321172349e-10,"Bta07301"
262.459096729262,-1.16545227593536,0.169467231109134,-6.87715417492618,6.10600181003034e-12,2.99721425211444e-09,"Bta01592"
288.270926721223,-1.20968050517852,0.17930058054302,-6.74666251227377,1.51284604353167e-11,6.80717684337438e-09,"Bta14395"
7972.34926023309,-1.02723746720913,0.157880448315637,-6.50642608485285,7.69597425851074e-11,3.07810466732065e-08,"Bta08780"
1734.11006754518,1.03205089641369,0.162026689209741,6.36963515978358,1.894783796824e-10,6.60057103932336e-08,"Bta10147"
219.282617342259,-1.40102340290742,0.243911986034221,-5.74397111715067,9.24815694392908e-09,1.92059320841327e-06,"Bta00254"
84.7418638338832,1.69481028577757,0.334763125320201,5.06271496944737,4.13327584122144e-07,5.25120538933534e-05,"Bta05761"
109.667640647184,-1.20573467850299,0.250310929404655,-4.81694779117609,1.45770809515881e-06,0.000163976976246041,"Bta03997"
90.9922655931775,-1.34443121213588,0.289321924866731,-4.64683488040237,3.37066750526426e-06,0.000349998446051431,"Bta03376"
105.310815141323,-1.17234090925804,0.261611789867523,-4.48122353297493,7.4216328136488e-06,0.00069091562719477,"Bta04357"
129.526097482211,-1.00558688395097,0.224788252798758,-4.47348503060444,7.69549478468369e-06,0.000710287591280335,"Bta11721"
57.3223428267933,1.38486203884163,0.319114200329844,4.33970671756444,1.426730007703e-05,0.00121001721049958,"Bta03816"
65.0444435995948,1.42705349451661,0.335435213866188,4.25433417698921,2.09671972050089e-05,0.00166488796041831,"Bta09469"
36.7822595058932,-1.73510215356223,0.431031872829362,-4.02546137057741,5.68637150846365e-05,0.00367707340837719,"Bta07723"
61.2484066579372,-1.31801502472727,0.331957149904238,-3.9704372239233,7.17408573747175e-05,0.00437442953628122,"Bta04931"
59.0072697716826,-1.23474621169773,0.316641040846054,-3.89951412614907,9.63859140403286e-05,0.00524844226956522,"Bta07125"
32.0499385513516,-1.95547621991638,0.506230260597899,-3.86281969317046,0.000112085738286604,0.00581396294022465,"Bta04433"
1383.33105736253,-1.76490827926946,0.458377576903962,-3.85033729439875,0.000117955269120053,0.00606570929155929,"Bta13640"
39.5434302678532,-1.66008531517039,0.43886956318001,-3.78263943195687,0.000155174118061477,0.00751446323294123,"Bta13165"
332.808831186063,-1.11474475852497,0.30845967636862,-3.6139075669418,0.000301616627556958,0.0126029909622688,"Bta01005"
50.0934418489396,-1.36388621762434,0.382336339974054,-3.56724191510777,0.000360758403036534,0.0141666545250601,"Bta05263"
34.7179801447672,1.57960593045639,0.462667227251418,3.41412971876225,0.000639861031631117,0.022146984873668,"Bta04133"
59.0805121183899,1.02460415652397,0.300652647232918,3.40793326103727,0.000654569020730168,0.0224402884281431,"Bta03680"
53.6196169722482,-1.11779764049208,0.333510162896218,-3.3516149276684,0.000803416837938666,0.0266956874858451,"Bta06206"
61.5540414228009,1.03997236047961,0.311844355522261,3.33490839921702,0.000853275017829819,0.0278551633427183,"Bta00979"
52.720773129886,-1.29962775461732,0.395650901016004,-3.2847840135836,0.00102060576892952,0.0321327163226528,"Bta11222"
55.8137597287521,-1.178580062467,0.368513347748178,-3.19820182815299,0.00138287458718548,0.0403612504513945,"Bta05646"
274.757048897451,1.26269238733984,0.39535847383459,3.19379113110428,0.00140417672393254,0.0407626463487836,"Bta02871"
52.8958739031847,1.03965059385769,0.330594636507865,3.14478965793191,0.00166206284067277,0.0452106212000637,"Bta01340"
89.8928058514029,-1.01542097526754,0.32739237630217,-3.10154129652164,0.00192516017642313,0.0493819590147111,"Bta08943"
