"baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","GeneID"
451.393631146393,-2.72089569386996,0.175746013764093,-15.481976720805,4.59145119739567e-54,4.44039245300135e-50,"Bta01566"
7450.97433933952,-1.13764935374193,0.0848619933527315,-13.4058759262613,5.58598478106481e-41,2.70110294088389e-37,"Bta08780"
1332.86230085677,-1.25983876757182,0.113996480773276,-11.0515584255401,2.15442020444372e-28,6.94513259905841e-25,"Bta04143"
3414.06842621313,-1.10135557117004,0.102019716483709,-10.7955168778176,3.61423093169609e-27,8.73830683510821e-24,"Bta07860"
2065.19971316939,1.0532532108935,0.100528905393477,10.4771180664008,1.10046145262847e-25,1.77376045139498e-22,"Bta07453"
950.778660248027,-1.0864381929186,0.11563843988247,-9.3951301489609,5.71471277338325e-21,7.89528389019849e-18,"Bta11225"
579.445681101828,-1.29659167036304,0.154072099973184,-8.41548645464501,3.91267811196079e-17,3.15329250173107e-14,"Bta14861"
224.199286321012,-1.28677604529515,0.169588153800214,-7.58765289001882,3.25752140713246e-14,1.75019386268767e-11,"Bta00254"
1623.0561223254,-1.98006589134825,0.262497174492494,-7.54318935118621,4.58614495839674e-14,2.21763039463274e-11,"Bta11224"
440.2386344261,-1.19579633012863,0.165728045380416,-7.21541322341535,5.37704410065833e-13,2.26093015206377e-10,"Bta05911"
311.573010434596,-1.15573461109451,0.179219961551876,-6.44869355560029,1.12818415703857e-10,3.76229964921379e-08,"Bta01005"
273.995159941566,-1.0690547742052,0.166419429912114,-6.42385792794609,1.32863214300093e-10,3.89369741059455e-08,"Bta13360"
275.477871076621,-1.22747586108862,0.199755445888383,-6.14489309980812,8.00173862442177e-10,2.14957817324397e-07,"Bta01592"
99.3029679000623,-1.58864390617277,0.2787870751391,-5.69841304651632,1.20927783732986e-08,2.65793771927661e-06,"Bta03997"
251.146972818611,-1.03797934053678,0.185231740125499,-5.60367969244109,2.09848346114345e-08,4.31796458568474e-06,"Bta13074"
73.6001855622687,-1.95717566007326,0.352302310835219,-5.5553869500126,2.76997442861628e-08,5.29777395412463e-06,"Bta07301"
2108.52039933652,-1.02530968794848,0.192031436071052,-5.3392804268209,9.33162102940021e-08,1.55596736164361e-05,"Bta01193"
150.305046875119,1.34367810384145,0.251943289958421,5.33325616277855,9.64670733986195e-08,1.58124248616618e-05,"Bta05340"
1673.85143113456,1.34872090292728,0.267937571146972,5.03371325325431,4.81069101666702e-07,6.12160431870878e-05,"Bta10147"
192.442170070534,-1.06815246835402,0.226145286254654,-4.72330193586798,2.32045943780057e-06,0.000243925687206189,"Bta03975"
90.1518544331842,-1.10794914559434,0.251918824911143,-4.39804030518615,1.09232697020191e-05,0.00091859948946284,"Bta12346"
116.949788586444,1.25207267475061,0.285125497444835,4.39130378016387,1.12672990157203e-05,0.000939362489491649,"Bta15284"
781.085390200577,-1.27978625426854,0.295438713753708,-4.33181636220982,1.47884264043583e-05,0.00116275505493129,"Bta14060"
81.6523570730293,-1.46109673130648,0.337619987411583,-4.32763694622527,1.50717634580701e-05,0.00117547600324997,"Bta15769"
719.177067965745,-1.0053325314252,0.239259265127558,-4.20185413045224,2.64737707424268e-05,0.00179040445349657,"Bta14959"
176.902778797981,2.17632601010874,0.517934551265444,4.20193247349773,2.64646083486604e-05,0.00179040445349657,"Bta15430"
459.235459276639,1.13937660290447,0.276486469173749,4.12091270256146,3.77374409220755e-05,0.00239520373077922,"Bta03818"
134.962713874101,-1.05685838692021,0.257234666755472,-4.10853793639277,3.98171806567319e-05,0.0024919219893158,"Bta11197"
92.8953232596072,-1.04487692778122,0.269003033647038,-3.8842570420682,0.0001026432739545,0.0051192128159161,"Bta05558"
90.3729613826673,-1.45663806215243,0.376974099460813,-3.86402690326966,0.000111532929451616,0.00542027618455569,"Bta05441"
73.2453283619639,-1.26215444287801,0.339707888428604,-3.71541105128996,0.00020287362404515,0.0087066319974297,"Bta07125"
87.4062090956176,-1.03946466768597,0.282774048046965,-3.67595497134633,0.000236961319969005,0.00962879380428675,"Bta07903"
53.9370548048541,1.21094648574572,0.35932861644433,3.37002518120715,0.000751613149146843,0.0219602742157073,"Bta09514"
87.3139973888787,-1.202793722034,0.37034255151446,-3.24778699373149,0.00116306304254008,0.030155449556046,"Bta06386"
63.1524367069415,-1.07891413623394,0.340583655575383,-3.16783885125439,0.00153576622432491,0.0364923713893027,"Bta09446"
9632.6385415922,-2.55424724767696,0.814020063525605,-3.137818540509,0.00170210214945675,0.0390998334617488,"Bta06885"
93.6655547494178,1.00635706388435,0.322263700624065,3.12277511223117,0.0017915458172173,0.0407671519960201,"Bta09297"
101.443831522969,-1.745701659159,0.567487600029218,-3.07619348699271,0.00209661743250223,0.0443684621219453,"Bta11980"
52.6074599820474,-1.06651979826034,0.347003779384579,-3.0735106117629,0.00211556163533437,0.0445742844778185,"Bta10826"
63.3304666142691,-1.09170381373546,0.35799596744838,-3.04948634342611,0.00229233054796513,0.0473699331824163,"Bta13694"
