"baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","GeneID"
451.393631146393,-1.43815966940168,0.166828898003818,-8.62056685987798,6.66234693863956e-18,4.48942248460227e-14,"Bta01566"
199.023318395705,1.01811047473403,0.173070775982594,5.88262500675689,4.03810132273598e-09,6.04683239183476e-06,"Bta03952"
74.5158409054989,-1.70492527746252,0.322633540434243,-5.28440184851148,1.26116143277679e-07,0.00014163893857944,"Bta14107"
1623.0561223254,-1.20975660642088,0.261765967745492,-4.62151981344302,3.80938942849875e-06,0.00213913088866157,"Bta11224"
99.3029679000623,-1.09656321066604,0.272716452280888,-4.02089130118422,5.79783552331541e-05,0.0173638731883826,"Bta03997"
78.9120651833298,-1.07000074981088,0.271657688582535,-3.93878323633676,8.18958764674817e-05,0.0222077301509908,"Bta09806"
73.6001855622687,-1.34822589558931,0.342849841105755,-3.93240927643725,8.40987230632986e-05,0.0222234998181191,"Bta07301"
6.2325292896824,-6.23749197633336,1.59996787122572,-3.89851076919117,9.67860971047303e-05,0.0246110609562349,"Bta01416"
99.2854255000882,-1.07005018053932,0.282770147857124,-3.784169540697,0.000154222670517486,0.0329914115962565,"Bta02228"
18.9168530303851,-2.3500053275073,0.626541151093506,-3.75075974404206,0.000176299567998792,0.0359998375442382,"Bta12114"
9.41101396977607,3.90674710300708,1.0499709711988,3.72081439408423,0.000198581351961868,0.0382325840055728,"Bta11678"
21.118668395508,2.24534815013355,0.60720771456661,3.69782546609467,0.00021745431553872,0.0408834719774122,"Bta00828"
29.4404733476573,-1.92161859622944,0.523115907373838,-3.67340883567545,0.000239336089858744,0.0413529805516192,"Bta13610"
21.3682857829294,2.37962179641576,0.65006641174528,3.66058260113304,0.000251642411574866,0.0428775733869747,"Bta04812"
47.8687223985801,1.31692369078115,0.365633811832696,3.60175576810096,0.000316075242113101,0.0495319306739332,"Bta02971"
